Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,Date
December,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,IPS,28/05/12
December,Economy,UK,UK,199.4,FLYBE BRITISH EUROPEAN,IPS,30/09/11
November,Economy,UK,UK,215.35,BRITISH AIRWAYS,Immigration Group,08/01/11
November,Economy,UK,UK,96.92,BRITISH AIRWAYS,Strategy & International Group,19/01/11
November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,13/02/12
November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,25/04/11
December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategic Director Border,21/01/11
December,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,08/06/11
December,Business Class,UK,UK,226.28,BRITISH AIRWAYS,Immigration Group,20/01/11
December,Business Class,UK,UK,193.68,BMI,IPS,23/07/11
December,Economy,UK,UK,299.28,BRITISH AIRWAYS,IPS,14/03/12
December,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group,04/04/12
December,Economy,UK,UK,152.77,BRITISH AIRWAYS,Science & Research Group,21/04/11
November,Economy,UK,UK,314.22,BRITISH AIRWAYS,Strategic Director Border,29/06/11
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Strategy & International Group,21/09/11
November,Economy,UK,UK,531.18,BMI,Legal Advisors Branch,13/04/11
November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border,10/03/11
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,29/04/12
November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border,29/10/11
December,Economy,UK,UK,204.53,EASYJET,IPS,29/06/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,08/06/12
December,Economy,UK,UK,204.53,EASYJET,IPS,23/04/12
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Immigration Group,11/07/12
December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/04/11
November,Economy,UK,UK,157.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/08/12
December,Economy,UK,UK,220.55,FLYBE BRITISH EUROPEAN,Immigration Group,03/06/11
November,Economy,UK,UK,91.53,EASYJET,IPS,31/08/11
November,Economy,UK,UK,139.59,BMI,Strategic Director Border,17/07/11
December,Economy,UK,UK,61.24,EASYJET,IPS,18/10/11
December,Economy,UK,UK,66.24,EASYJET,IPS,27/09/11
December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,28/05/12
November,Economy,UK,UK,95.24,EASYJET,IPS,19/03/11
December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,10/08/11
November,Economy,UK,UK,237.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,24/03/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group,13/07/12
November,Economy,UK,UK,252.17,FLYBE BRITISH EUROPEAN,Crime & Policing Group,13/07/12
November,Economy,UK,UK,535.9,EASTERN AIRWAYS,Strategic Director Border,30/07/11
December,Economy,UK,UK,253.7,EASTERN AIRWAYS,Crime & Policing Group,01/09/11
November,Economy,UK,UK,167.35,BRITISH AIRWAYS,Resource Management Group,15/03/11
November,Economy,UK,UK,531.18,BMI,Crime & Policing Group,01/04/11
November,Economy,UK,UK,531.18,BMI,Crime & Policing Group,25/08/11
December,Economy,UK,UK,67.85,BRITISH AIRWAYS,Strategy & International Group,04/01/12
December,Economy,UK,UK,263.1,BMI,Strategy & International Group,29/09/11
December,Economy,UK,UK,263.1,BMI,Strategy & International Group,21/07/11
December,Economy,UK,UK,150.54,FLYBE BRITISH EUROPEAN,Resource Management Group,02/02/11
December,Economy,UK,UK,191.54,FLYBE BRITISH EUROPEAN,Resource Management Group,26/06/11
December,Economy,UK,UK,372.22,BRITISH AIRWAYS,Immigration Group,18/06/11
November,Economy,UK,UK,231.28,BRITISH AIRWAYS,Strategy & International Group,12/08/12
November,Economy,UK,UK,162.73,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/01/12
November,Economy,UK,UK,199.68,BMI,Immigration Group,22/08/12
December,Economy,UK,UK,92.21,FLYBE BRITISH EUROPEAN,IPS,14/07/12
November,Economy,UK,UK,199.68,BMI,Immigration Group,13/02/11
November,Economy,UK,UK,199.68,BMI,Immigration Group,09/02/12
December,Economy,UK,UK,111.8,EASTERN AIRWAYS,Finance & Commercial Group,07/09/12
November,Economy,UK,UK,155.68,BMI,IPS,25/05/11
November,Economy,UK,UK,281.18,BMI,IPS,15/03/12
November,Economy,UK,UK,339.18,BMI,Strategic Director Border,06/02/12
November,Economy,UK,UK,136.98,BRITISH AIRWAYS,Strategic Director Border,27/09/12
December,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS,18/01/12
December,Economy,UK,UK,179.26,FLYBE BRITISH EUROPEAN,Science & Research Group,03/03/11
December,Economy,UK,UK,154.8,BRITISH AIRWAYS,Immigration Group,15/01/11
December,Economy,UK,UK,289.23,BRITISH AIRWAYS,IPS,11/11/11
December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,03/02/11
December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,06/05/11
December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/05/11
November,Economy,UK,UK,239.55,FLYBE BRITISH EUROPEAN,Immigration Group,04/05/12
December,Economy,UK,UK,203.57,FLYBE BRITISH EUROPEAN,CRB,05/03/12
December,Business Class,UK,UK,186.3,BRITISH AIRWAYS,Group HR,21/07/11
December,Economy,UK,UK,122.91,FLYBE BRITISH EUROPEAN,Immigration Group,01/08/12
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Immigration Group,14/02/11
November,Business Class,UK,UK,112.5,BRITISH AIRWAYS,Immigration Group,23/02/12
November,Business Class,UK,UK,125.85,BRITISH AIRWAYS,Immigration Group,24/02/12
November,Business Class,UK,UK,222.35,BRITISH AIRWAYS,UKBA,14/02/11
December,Economy,UK,UK,83.25,BRITISH AIRWAYS,IPS,26/08/11
December,Economy,UK,UK,56.98,BRITISH AIRWAYS,IPS,07/11/11
December,Economy,UK,UK,120.83,BRITISH AIRWAYS,IPS,10/03/11
December,Economy,UK,UK,54.48,BMI BABY,IPS,17/02/12
November,Economy,UK,UK,339.18,BMI,Strategic Director Border,19/06/11
December,Economy,UK,UK,73.85,BRITISH AIRWAYS,Strategic Director Border,14/06/12
November,Economy,UK,UK,339.18,BMI,Strategic Director Border,13/06/12
November,Economy,UK,UK,384.18,BMI,Strategic Director Border,19/08/11
November,Economy,UK,UK,339.18,BMI,Strategic Director Border,28/02/12
December,Economy,UK,UK,235.71,FLYBE BRITISH EUROPEAN,Strategy & International Group,10/08/12
November,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,Strategic Director Border,07/06/12
November,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/05/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/06/11
December,Economy,UK,UK,331.69,FLYBE BRITISH EUROPEAN,Immigration Group,28/04/12
December,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS,22/03/11
November,Economy,UK,UK,300.9,BMI,Strategic Director Border,15/05/12
November,Economy,UK,UK,185.73,FLYBE BRITISH EUROPEAN,Immigration Group,29/01/11
December,Economy,UK,UK,475.18,BMI,IPS,01/10/11
November,Economy,UK,UK,222.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/01/12
December,Economy,UK,UK,57.24,EASYJET,IPS,11/02/12
December,Economy,UK,UK,58.24,EASYJET,Immigration Group,19/05/11
December,Economy,UK,UK,54.48,BMI BABY,IPS,06/05/12
December,Economy,UK,UK,119.53,EASYJET,Science & Research Group,11/09/12
November,Economy,UK,UK,535.9,EASTERN AIRWAYS,Strategic Director Border,29/02/12
December,Business Class,UK,UK,270.77,BRITISH AIRWAYS,Science & Research Group,21/01/12
November,Economy,UK,UK,339.18,BMI,Strategic Director Border,01/11/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/11/11
November,Economy,UK,UK,159.91,FLYBE BRITISH EUROPEAN,Immigration Group,24/08/11
December,Economy,UK,UK,145.53,EASYJET,Immigration Group,31/03/12
December,Economy,UK,UK,57.24,EASYJET,IPS,19/09/12
November,Business Class,UK,UK,112.92,BRITISH AIRWAYS,Strategic Director Border,29/05/11
November,Economy,UK,UK,120.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/02/12
November,Economy,UK,UK,120.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/05/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,26/03/11
November,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,Science & Research Group,04/01/12
November,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,Science & Research Group,18/07/11
December,Economy,UK,UK,172.6,EASTERN AIRWAYS,Strategic Director Border,18/02/11
December,Economy,UK,UK,90.28,FLYBE BRITISH EUROPEAN,Immigration Group,12/04/12
December,Economy,UK,UK,352.18,BMI,Crime & Policing Group,13/05/12
December,Economy,UK,UK,352.18,BMI,Crime & Policing Group,22/04/12
November,Economy,UK,UK,243.59,BMI,Immigration Group,21/05/12
December,Economy,UK,UK,165.25,BRITISH AIRWAYS,ISA,07/07/11
December,Economy,UK,UK,165.25,BRITISH AIRWAYS,ISA,07/12/11
December,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group,04/01/12
December,Economy,UK,UK,122.8,BRITISH AIRWAYS,Resource Management Group,17/06/11
November,Economy,UK,UK,325.18,BMI,Immigration Group,23/02/11
November,Economy,UK,UK,276.18,BMI,Immigration Group,26/03/12
December,Economy,UK,UK,118.35,BRITISH AIRWAYS,Strategy & International Group,25/03/12
November,Economy,UK,UK,418.18,BMI,Immigration Group,22/07/11
December,Economy,UK,UK,147.31,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/07/12
December,Economy,UK,UK,170.9,FLYBE BRITISH EUROPEAN,Resource Management Group,05/02/11
December,Economy,UK,UK,190.9,FLYBE BRITISH EUROPEAN,Resource Management Group,15/02/12
November,Economy,UK,UK,278.68,BMI,Immigration Group,13/03/11
December,Economy,UK,UK,111.89,AIR FRANCE,Strategic Director Border,11/02/12
December,Economy,UK,UK,158.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/11/11
December,Economy,UK,UK,171.99,FLYBE BRITISH EUROPEAN,IPS,03/11/11
November,Economy,UK,UK,182.49,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/02/12
November,Economy,UK,UK,107.41,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/02/11
December,Economy,UK,UK,302.23,BRITISH AIRWAYS,IPS,21/03/12
November,Economy,UK,UK,128.68,BMI,IPS,31/03/12
November,Economy,UK,UK,94.24,EASYJET,Strategic Director Border,07/01/11
December,Economy,UK,UK,79,BMI,Immigration Group,22/05/12
December,Economy,UK,UK,228.17,FLYBE BRITISH EUROPEAN,IPS,22/09/11
December,Economy,UK,UK,49.24,EASYJET,ISA,25/08/12
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group,12/01/12
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group,04/10/11
December,Economy,UK,UK,288.22,BRITISH AIRWAYS,Science & Research Group,15/09/12
December,Economy,UK,UK,288.22,BRITISH AIRWAYS,Science & Research Group,30/01/12
December,Economy,UK,UK,31,FLYBE BRITISH EUROPEAN,Immigration Group,03/05/11
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group,03/01/12
November,Economy,UK,UK,303.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/08/11
December,Economy,UK,UK,276,BMI,Immigration Group,06/05/11
December,Economy,UK,UK,170.9,FLYBE BRITISH EUROPEAN,Resource Management Group,30/04/12
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group,04/08/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,15/05/12
November,Economy,UK,UK,139.35,BRITISH AIRWAYS,Finance & Commercial Group,12/04/12
November,Economy,UK,UK,167.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/03/12
November,Business Class,UK,UK,222.8,BRITISH AIRWAYS,Strategic Director Border,18/08/11
November,Economy,UK,UK,357.83,BRITISH AIRWAYS,Immigration Group,20/02/12
November,Economy,UK,UK,434.49,AIR FRANCE,Science & Research Group,08/03/11
November,Economy,UK,UK,201.99,FLYBE BRITISH EUROPEAN,IPS,22/03/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,31/05/11
November,Economy,UK,UK,88.6,FLYBE BRITISH EUROPEAN,IPS,09/06/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,31/05/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,24/01/11
November,Economy,UK,UK,101.53,EASYJET,IPS,22/01/11
November,Economy,UK,UK,101.53,EASYJET,IPS,09/12/11
November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,Immigration Group,02/05/12
November,Economy,UK,UK,288.91,FLYBE BRITISH EUROPEAN,IPS,17/11/11
November,Economy,UK,UK,117.53,EASYJET,Science & Research Group,11/11/11
November,Economy,UK,UK,117.53,EASYJET,Science & Research Group,04/01/12
November,Economy,UK,UK,175.54,FLYBE BRITISH EUROPEAN,Resource Management Group,16/08/11
November,Economy,UK,UK,250.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/06/12
November,Economy,UK,UK,419.18,BMI,IPS,21/07/12
November,Economy,UK,UK,206.99,FLYBE BRITISH EUROPEAN,Science & Research Group,16/07/12
November,Economy,UK,UK,237.54,FLYBE BRITISH EUROPEAN,Immigration Group,07/04/11
November,Economy,UK,UK,164.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,29/09/12
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS,26/07/11
November,Economy,UK,UK,84.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/09/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,01/06/11
November,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/06/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/06/11
November,Economy,UK,UK,89.53,EASYJET,IPS,08/08/11
November,Economy,UK,UK,89.53,EASYJET,IPS,23/06/11
November,Economy,UK,UK,145.24,EASYJET,IPS,04/02/12
November,Economy,UK,UK,60.24,EASYJET,IPS,13/04/12
November,Economy,UK,UK,66.24,EASYJET,IPS,22/03/11
November,Economy,UK,UK,66.24,EASYJET,IPS,12/02/11
November,Economy,UK,UK,60.24,EASYJET,IPS,22/02/11
November,Economy,UK,UK,369.7,EASTERN AIRWAYS,Crime & Policing Group,26/02/11
November,Economy,UK,UK,5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,19/04/12
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,11/04/12
November,Economy,UK,UK,55,FLYBE BRITISH EUROPEAN,Crime & Policing Group,08/05/12
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,17/04/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/03/11
November,Economy,UK,UK,112.85,FLYBE BRITISH EUROPEAN,Strategy & International Group,10/09/12
November,Economy,UK,UK,100.8,BRITISH AIRWAYS,Resource Management Group,12/08/11
November,Economy,UK,UK,211.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group,26/06/12
November,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS,13/02/12
November,Economy,UK,UK,149.28,BRITISH AIRWAYS,IPS,08/09/11
November,Economy,UK,UK,171.99,FLYBE BRITISH EUROPEAN,IPS,14/02/11
November,Economy,UK,UK,149.28,BRITISH AIRWAYS,IPS,11/09/12
November,Economy,UK,UK,170.63,FLYBE BRITISH EUROPEAN,IPS,16/09/12
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group,15/09/12
November,Economy,UK,UK,222.91,FLYBE BRITISH EUROPEAN,IPS,23/02/11
November,Business Class,UK,UK,222.35,BRITISH AIRWAYS,Immigration Group,26/12/11
November,Economy,UK,UK,124.91,FLYBE BRITISH EUROPEAN,IPS,02/02/12
November,Economy,UK,UK,426.18,BMI,IPS,14/05/11
November,Business Class,UK,UK,206.35,BRITISH AIRWAYS,Finance & Commercial Group,29/05/11
November,Economy,UK,UK,117.5,BMI,IPS,02/11/11
November,Economy,UK,UK,67.9,BMI,Resource Management Group,07/04/12
November,Economy,UK,UK,131.83,BRITISH AIRWAYS,IPS,17/07/11
November,Economy,UK,UK,366.18,BMI,IPS,04/08/11
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Strategic Director Border,07/04/11
November,Economy,UK,UK,57.74,EASYJET,IPS,26/04/11
November,Economy,UK,UK,83.53,EASYJET,IPS,17/12/11
November,Economy,UK,UK,139.7,FLYBE BRITISH EUROPEAN,Crime & Policing Group,02/07/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group,31/03/12
November,Economy,UK,UK,57.74,EASYJET,IPS,25/07/12
November,Economy,UK,UK,349.5,BMI,IPS,31/08/12
November,Economy,UK,UK,141.75,AURIGNY AIR SERVICES,Strategic Director Border,16/07/12
November,Economy,UK,UK,92.35,BRITISH AIRWAYS,Criminal & Detention Group,22/07/12
November,Economy,UK,UK,51.81,FLYBE BRITISH EUROPEAN,IPS,27/08/12
December,Economy,UK,UK,94.77,BRITISH AIRWAYS,Strategic Director Border,06/02/12
November,Economy,UK,UK,94.91,FLYBE BRITISH EUROPEAN,IPS,27/07/11
November,Economy,UK,UK,220.77,EASYJET,Strategic Director Border,05/11/11
November,Economy,UK,UK,413.17,BRITISH AIRWAYS,Strategic Director Border,22/04/12
November,Economy,UK,UK,164.83,BRITISH AIRWAYS,Strategic Director Border,04/07/11
November,Economy,UK,UK,159.83,BRITISH AIRWAYS,Strategic Director Border,08/07/12
November,Economy,UK,UK,170.83,BRITISH AIRWAYS,Crime & Policing Group,15/09/12
November,Economy,UK,UK,131.83,BRITISH AIRWAYS,IPS,31/08/12
November,Economy,UK,UK,116.83,BRITISH AIRWAYS,IPS,14/04/12
November,Economy,UK,UK,84.5,BRITISH AIRWAYS,Immigration Group,04/11/11
November,Economy,UK,UK,83.85,BRITISH AIRWAYS,Immigration Group,08/12/11
December,Economy,UK,UK,116.83,BRITISH AIRWAYS,IPS,03/03/11
November,Economy,UK,UK,132.83,BRITISH AIRWAYS,IPS,09/07/11
November,Economy,UK,UK,70.85,BRITISH AIRWAYS,Immigration Group,30/07/12
November,Economy,UK,UK,84.5,BRITISH AIRWAYS,Immigration Group,22/08/12
November,Economy,UK,UK,347.28,BRITISH AIRWAYS,Immigration Group,17/01/12
November,Economy,UK,UK,75.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/05/11
November,Economy,UK,UK,137.5,BMI,Immigration Group,19/08/12
November,Economy,UK,UK,137.5,BMI,Immigration Group,22/01/11
November,Economy,UK,UK,463.18,BMI,Legal Advisors Branch,29/05/11
November,Economy,UK,UK,89.53,EASYJET,IPS,14/01/12
December,Economy,UK,UK,49,BMI,IPS,07/08/12
December,Economy,UK,UK,33.5,FLYBE BRITISH EUROPEAN,IPS,16/06/12
December,Economy,UK,UK,39.98,BRITISH AIRWAYS,IPS,20/10/11
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,05/03/12
December,Economy,UK,UK,57.99,AER LINGUS,Strategic Director Border,06/06/12
December,Economy,UK,UK,73.39,BRITISH AIRWAYS,Strategic Director Border,18/08/11
November,Economy,UK,UK,337.18,BMI,IPS,17/07/11
November,Economy,UK,UK,174.8,BRITISH AIRWAYS,IPS,28/04/11
November,Economy,UK,UK,144.8,BRITISH AIRWAYS,Immigration Group,10/07/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,05/10/11
November,Business Class,UK,UK,230.83,BRITISH AIRWAYS,IPS,10/01/12
November,Economy,UK,UK,183.54,FLYBE BRITISH EUROPEAN,IPS,05/10/11
November,Business Class,UK,UK,125.85,BRITISH AIRWAYS,Strategic Director Border,16/08/11
November,Economy,UK,UK,121.9,EASTERN AIRWAYS,Crime & Policing Group,21/08/11
September,Economy,UK,UK,100,BRITISH AIRWAYS,Criminal & Detention Group,24/10/11
November,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,Crime & Policing Group,09/08/11
November,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border,31/01/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/08/12
November,Economy,UK,UK,305.18,BMI,Legal Advisors Branch,01/09/11
November,Economy,UK,UK,83.92,FLYBE BRITISH EUROPEAN,Immigration Group,03/09/11
December,Economy,UK,UK,107.35,BRITISH AIRWAYS,Immigration Group,01/02/12
November,Economy,UK,UK,103.5,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,11/06/11
November,Business Class,UK,UK,246.83,BRITISH AIRWAYS,IPS,22/04/12
November,Economy,UK,UK,136.92,FLYBE BRITISH EUROPEAN,Immigration Group,22/09/11
November,Economy,UK,UK,184.69,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/02/11
November,Economy,UK,UK,531.18,BMI,IPS,31/12/11
November,Business Class,UK,UK,300.83,BRITISH AIRWAYS,Strategy & International Group,08/02/11
November,Economy,UK,UK,186.99,FLYBE BRITISH EUROPEAN,IPS,13/07/11
November,Economy,UK,UK,258.57,FLYBE BRITISH EUROPEAN,Resource Management Group,01/04/12
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group,22/09/11
November,Economy,UK,UK,47.24,EASYJET,IPS,17/02/12
November,Business Class,UK,UK,111.85,BRITISH AIRWAYS,Strategy & International Group,14/09/11
November,Economy,UK,UK,90,BRITISH AIRWAYS,Immigration Group,11/03/12
November,Economy,UK,UK,58.74,EASYJET,IPS,30/09/12
November,Economy,UK,UK,58.74,EASYJET,IPS,05/10/11
November,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group,15/02/11
November,Economy,UK,UK,169.89,BRITISH AIRWAYS,IPS,26/02/12
November,Economy,UK,UK,88.53,EASYJET,IPS,28/01/11
November,Economy,UK,UK,90.53,EASYJET,IPS,17/02/12
November,Economy,UK,UK,169.89,BRITISH AIRWAYS,IPS,21/09/12
November,Business Class,UK,UK,222.35,BRITISH AIRWAYS,Resource Management Group,23/01/12
November,Economy,UK,UK,197.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/09/11
December,Economy,UK,UK,20,EASTERN AIRWAYS,Immigration Group,02/04/11
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/02/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/09/12
November,Economy,UK,UK,171.99,FLYBE BRITISH EUROPEAN,IPS,25/10/11
December,Economy,UK,UK,142.71,FLYBE BRITISH EUROPEAN,Crime & Policing Group,24/10/11
November,Economy,UK,UK,94.61,FLYBE BRITISH EUROPEAN,IPS,19/07/11
November,Economy,UK,UK,219.69,BMI,Strategic Director Border,18/09/11
November,Economy,UK,UK,76.71,FLYBE BRITISH EUROPEAN,IPS,27/11/11
November,Economy,UK,UK,98.21,FLYBE BRITISH EUROPEAN,Strategic Director Border,02/03/11
November,Economy,UK,UK,141.72,FLYBE BRITISH EUROPEAN,Crime & Policing Group,21/07/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group,19/05/12
November,Business Class,UK,UK,188.3,BRITISH AIRWAYS,Strategic Director Border,28/05/12
November,Economy,UK,UK,98.9,BMI,Strategic Director Border,20/04/11
November,Economy,UK,UK,124.91,FLYBE BRITISH EUROPEAN,IPS,30/12/11
November,Economy,UK,UK,101.53,EASYJET,IPS,28/10/11
November,Economy,UK,UK,101.53,EASYJET,IPS,01/02/11
November,Economy,UK,UK,74.53,EASYJET,IPS,08/09/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,23/03/11
November,Economy,UK,UK,168.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/03/12
November,Economy,UK,UK,114.96,BMI BABY,Crime & Policing Group,15/06/12
November,Economy,UK,UK,114.96,BMI BABY,Crime & Policing Group,01/09/11
November,Economy,UK,UK,113.53,EASYJET,IPS,26/08/11
November,Economy,UK,UK,85.53,EASYJET,IPS,11/06/11
November,Economy,UK,UK,173.28,FLYBE BRITISH EUROPEAN,IPS,16/05/12
November,Economy,UK,UK,72.53,EASYJET,IPS,05/08/11
November,Economy,UK,UK,104.91,FLYBE BRITISH EUROPEAN,IPS,16/05/11
November,Economy,UK,UK,104.91,FLYBE BRITISH EUROPEAN,IPS,28/03/11
November,Economy,UK,UK,52.41,FLYBE BRITISH EUROPEAN,IPS,15/05/12
November,Economy,UK,UK,26.49,BMI BABY,IPS,02/04/12
December,Economy,UK,UK,112.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/11/11
November,Economy,UK,UK,147.28,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,28/02/12
November,Economy,UK,UK,147.28,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,27/04/12
October,Economy,UK,UK,18,EASYJET,IPS,28/08/12
November,Economy,UK,UK,154,BRITISH AIRWAYS,IPS,01/03/11
November,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,20/08/12
November,Economy,UK,UK,531.18,BMI,IPS,13/05/11
December,Economy,UK,UK,110.96,BMI BABY,Crime & Policing Group,14/01/12
November,Economy,UK,UK,362.18,BMI,Strategy & International Group,19/12/11
December,Economy,UK,UK,104.96,BMI BABY,Crime & Policing Group,05/04/11
November,Economy,UK,UK,170.83,BRITISH AIRWAYS,Resource Management Group,22/07/11
December,Economy,UK,UK,242.18,BMI,IPS,18/03/11
November,Economy,UK,UK,77.5,FLYBE BRITISH EUROPEAN,IPS,09/09/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,20/09/12
November,Economy,UK,UK,167.69,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/07/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,17/10/11
November,Economy,UK,UK,108.31,FLYBE BRITISH EUROPEAN,IPS,23/03/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,01/01/12
November,Economy,UK,UK,108.31,FLYBE BRITISH EUROPEAN,IPS,16/01/11
November,Economy,UK,UK,74.2,FLYBE BRITISH EUROPEAN,IPS,31/10/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,21/04/12
November,Economy,UK,UK,173.22,BRITISH AIRWAYS,Strategic Director Border,13/06/11
November,Business Class,UK,UK,224.83,BRITISH AIRWAYS,Strategic Director Border,09/06/11
October,Economy,UK,UK,157.53,EASYJET,IPS,21/06/11
October,Economy,UK,UK,139.24,EASYJET,IPS,16/05/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,17/09/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,03/02/12
