Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,Date
January,Economy,UK,UK,221.5,BRITISH AIRWAYS,Science & Research Group,05/07/12
January,Economy,UK,EEA,295.27,LOT-POLISH AIRLINES,Strategic Director Border,27/01/11
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Finance & Commercial Group,05/02/11
January,Economy,UK,UK,135.85,BRITISH AIRWAYS,Criminal & Detention Group,01/04/11
January,Economy,UK,Non EEA,236.41,ROYAL AIR MAROC,International Group,07/08/12
January,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Immigration Group,29/08/12
January,Economy,UK,EEA,285.6,BRITISH AIRWAYS,Immigration Group,07/02/11
January,Economy,UK,UK,80.03,EASYJET,Science & Research Group,17/04/11
January,Economy,UK,EEA,190.17,LOT-POLISH AIRLINES,UKBA,04/10/11
January,Economy,UK,UK,257.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/01/11
January,Economy,UK,EEA,535.4,BMI,Policy & Strategy,07/02/12
January,Economy,UK,UK,202.1,BMI,Strategy & Reform Directorate,14/08/11
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/09/12
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Immigration Group,22/05/11
January,Economy,UK,UK,119.35,BRITISH AIRWAYS,HROD,08/03/11
January,Economy,UK,UK,198.55,BRITISH AIRWAYS,OSCT,03/09/12
March,Premium Economy,UK,Non EEA,622.67,VIRGIN ATLANTIC,Strategy & Reform Directorate,18/05/12
January,Economy,UK,UK,103.2,FLYBE BRITISH EUROPEAN,Science & Research Group,09/01/11
January,Economy,UK,UK,48.74,EASYJET,Strategic Director Border,15/04/11
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group,30/08/12
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group,19/06/11
January,Economy,UK,UK,109.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/08/11
January,Economy,UK,EEA,285.6,BRITISH AIRWAYS,Immigration Group,30/08/11
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD,14/04/12
January,Economy,UK,UK,75.85,BRITISH AIRWAYS,Immigration Group,14/06/11
January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group,25/09/11
January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group,09/01/11
January,Economy,UK,UK,205.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,22/02/11
January,Business Class,UK,Non EEA,2609.47,VIRGIN ATLANTIC,OSCT,13/06/11
February,Economy,UK,UK,56.4,BMI,Strategic Director Border,13/11/11
January,Economy,UK,UK,189.51,FLYBE BRITISH EUROPEAN,Immigration Group,11/06/11
January,Economy,UK,Non EEA,282.6,BRITISH AIRWAYS,Policy & Strategy,21/05/11
January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate,23/09/11
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Criminal & Detention Group,29/05/11
January,Economy,UK,UK,124.35,BRITISH AIRWAYS,Criminal & Detention Group,07/08/12
January,Economy,UK,UK,15,BRITISH AIRWAYS,Immigration Group,24/05/12
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group,06/03/12
February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,23/06/12
February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group,01/02/11
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office,12/09/11
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office,12/10/11
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/09/12
January,Economy,UK,UK,75.85,BRITISH AIRWAYS,HROD,07/09/12
January,Economy,UK,UK,208.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/01/11
January,Economy,UK,UK,245.9,BMI,Strategic Director Border,08/06/12
January,Business Class,UK,UK,238.55,BRITISH AIRWAYS,Science & Research Group,03/10/11
January,Economy,UK,UK,188.54,BRITISH AIRWAYS,Strategy & Reform Directorate,29/08/11
January,Economy,UK,UK,106.54,BRITISH AIRWAYS,Strategic Director Border,07/05/11
February,Economy,UK,UK,134.59,BMI,Strategic Director Border,20/02/12
January,Economy,UK,UK,168.49,BRITISH AIRWAYS,Strategic Director Border,12/04/12
February,Economy,UK,UK,153.59,BMI,Strategic Director Border,27/08/11
February,Economy,UK,UK,56.4,BMI,Strategic Director Border,16/07/12
February,Economy,UK,UK,44.93,BRITISH AIRWAYS,Strategic Director Border,22/08/11
February,Economy,UK,UK,65.03,EASYJET,Immigration Group,24/09/11
February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,02/06/12
February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group,17/06/11
January,Economy,UK,UK,41,BRITISH AIRWAYS,HMIC,30/05/12
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Resource Management Group,14/08/11
January,Economy,UK,UK,295.59,BMI,Crime & Policing Group,28/01/11
February,Economy,UK,UK,101.54,BRITISH AIRWAYS,Strategic Director Border,07/07/11
January,Economy,UK,EEA,98.81,RYANAIR,Policy & Strategy,17/08/12
January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/09/11
January,Business Class,UK,UK,156.93,BRITISH AIRWAYS,Strategic Director Border,25/07/12
January,Economy,UK,UK,60.85,BRITISH AIRWAYS,Strategic Director Border,14/10/11
March,Economy,UK,UK,71.93,BRITISH AIRWAYS,Strategy & Reform Directorate,25/01/11
March,Economy,UK,UK,123.49,BRITISH AIRWAYS,Strategy & Reform Directorate,16/08/12
January,Economy,UK,UK,188.54,BRITISH AIRWAYS,Strategy & Reform Directorate,10/07/11
January,Economy,Non EEA,UK,730.9,BRITISH AIRWAYS,OSCT,24/12/11
February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group,02/11/11
January,Economy,UK,EEA,237.2,BRITISH AIRWAYS,Policy & Strategy,24/09/12
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group,24/02/12
February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group,20/08/11
March,Economy,UK,UK,94.69,BRITISH AIRWAYS,Strategy & Reform Directorate,09/06/11
March,Economy,UK,UK,76.8,BRITISH AIRWAYS,Strategy & Reform Directorate,12/07/11
January,Economy,UK,Non EEA,282.6,BRITISH AIRWAYS,Policy & Strategy,28/02/11
January,Economy,UK,UK,99.03,EASYJET,Science & Research Group,17/10/11
January,Economy,EEA,UK,267.4,BRITISH AIRWAYS,International Group,12/04/11
January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group,14/08/11
January,Economy,UK,UK,129.8,BRITISH AIRWAYS,Immigration Group,30/07/12
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group,27/07/12
February,Economy,UK,UK,106.54,BRITISH AIRWAYS,Strategic Director Border,12/02/11
March,Premium Economy,UK,Non EEA,622.67,VIRGIN ATLANTIC,Strategy & Reform Directorate,04/12/11
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HROD,22/02/11
January,Economy,UK,UK,252.5,BRITISH AIRWAYS,HMIC,02/01/12
January,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/03/11
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/12/11
January,Economy,UK,UK,78.5,BRITISH AIRWAYS,HROD,15/05/11
January,Economy,UK,UK,85.85,BRITISH AIRWAYS,Immigration Group,04/05/11
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group,25/03/12
January,Economy,UK,UK,40.99,RYANAIR,Strategic Director Border,04/10/11
January,Economy,UK,UK,147.01,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/01/12
January,Economy,UK,EEA,216.5,BRITISH AIRWAYS,Policy & Strategy,15/06/12
March,Economy,UK,UK,79.35,BRITISH AIRWAYS,Immigration Group,04/01/11
January,Economy,UK,UK,276.62,BRITISH AIRWAYS,Strategic Director Border,07/05/11
February,Economy,UK,UK,104.93,BRITISH AIRWAYS,OSCT,06/12/11
January,Economy,UK,EEA,168.5,BRITISH AIRWAYS,Strategic Director Border,25/08/12
March,Economy,UK,UK,47.4,BMI,Strategy & Reform Directorate,01/03/11
January,Economy,UK,UK,125.2,FLYBE BRITISH EUROPEAN,Science & Research Group,23/02/11
February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,26/11/11
January,Economy,UK,UK,134.35,BRITISH AIRWAYS,Strategic Director Border,10/08/11
January,Economy,UK,EEA,323.8,BRITISH AIRWAYS,Policy & Strategy,04/09/12
January,Economy,UK,UK,189.23,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,20/07/12
January,Economy,UK,UK,250.9,BMI,Immigration Group,07/08/12
January,Economy,UK,EEA,233.4,BRITISH AIRWAYS,Strategic Director Border,10/07/12
January,Economy,UK,Non EEA,236.41,ROYAL AIR MAROC,Immigration Group,26/09/12
January,Economy,UK,EEA,177.07,AIR FRANCE,Immigration Group,28/02/11
February,Economy,UK,UK,44.93,BRITISH AIRWAYS,Strategic Director Border,04/07/11
January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Resource Management Group,01/06/12
February,Economy,UK,UK,42.85,BRITISH AIRWAYS,Strategy & Reform Directorate,21/03/12
January,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC,10/04/11
January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border,08/12/11
February,Economy,UK,EEA,143.11,AIR MALTA,Strategic Director Border,14/10/11
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,International Directorate,24/11/11
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office,10/03/12
February,Economy,UK,UK,166.7,FLYBE BRITISH EUROPEAN,Immigration Group,01/07/12
January,Economy,UK,UK,227.59,AER LINGUS,Strategic Director Border,13/08/12
January,Economy,UK,UK,154.3,LUFTHANSA GERMAN AIRLINES,Strategic Director Border,08/03/12
January,Economy,UK,UK,83.03,EASYJET,Finance & Commercial Group,25/07/11
March,Economy,UK,Non EEA,308.06,LUFTHANSA GERMAN AIRLINES,Strategic Director Border,04/04/12
January,Economy,UK,UK,12,BRITISH AIRWAYS,Strategy & Reform Directorate,26/01/12
February,Economy,UK,EEA,161.01,AIR MALTA,Strategic Director Border,23/02/11
January,Economy,UK,UK,169.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,08/06/12
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group,19/02/12
February,Business Class,UK,EEA,997.43,LUFTHANSA GERMAN AIRLINES,Private Office,27/05/12
January,Business Class,UK,Non EEA,2333.5,BMI,OSCT,07/12/11
January,Economy,UK,UK,277.51,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,18/07/11
January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border,20/09/11
February,Economy,UK,UK,54.03,EASYJET,HROD,19/05/11
February,Economy,UK,EEA,143.31,AIR MALTA,Policy & Strategy,06/09/11
January,Economy,UK,EEA,137.93,ALITALIA S.P.A.,Crime & Policing Group,05/05/12
February,Economy,UK,UK,167.8,EASTERN AIRWAYS,Immigration Group,17/04/11
January,Economy,UK,UK,210.1,BMI,Immigration Group,30/10/11
January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border,24/01/12
February,Economy,UK,UK,114.35,BRITISH AIRWAYS,Strategic Director Border,15/08/11
January,Economy,UK,UK,144.35,BRITISH AIRWAYS,Immigration Group,04/03/12
January,Economy,UK,UK,215.9,BMI,Immigration Group,28/09/12
February,Business Class,UK,EEA,1018.43,LUFTHANSA GERMAN AIRLINES,Private Office,12/08/11
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group,19/08/12
February,Economy,UK,UK,83.5,FLYBE BRITISH EUROPEAN,Immigration Group,12/07/11
February,Economy,UK,EEA,166.96,AIR FRANCE,Immigration Group,24/07/12
February,Economy,UK,EEA,143.96,AIR FRANCE,Immigration Group,04/01/11
February,Economy,UK,UK,175.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/11/11
January,Economy,UK,UK,257.49,BRITISH AIRWAYS,Immigration Group,23/03/11
January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border,03/12/11
January,Economy,UK,UK,209.35,BRITISH AIRWAYS,Criminal & Detention Group,02/07/11
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group,23/04/11
January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border,19/02/11
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Immigration Group,25/03/12
January,Economy,UK,Non EEA,438.7,BRITISH AIRWAYS,Science & Research Group,24/09/12
February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group,05/03/12
January,Economy,UK,UK,295.59,BMI,Crime & Policing Group,08/04/12
January,Economy,UK,UK,222.01,FLYBE BRITISH EUROPEAN,HMIC,17/07/12
January,Economy,UK,UK,148.23,FLYBE BRITISH EUROPEAN,Immigration Group,21/02/12
April,Economy,UK,EEA,145.24,BRUSSELS AIRLINES,Science & Research Group,01/05/12
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD,26/09/11
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Strategic Director Border,10/03/11
January,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Group HR,16/12/11
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate,06/04/11
January,Economy,UK,UK,126.49,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/08/12
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group,11/08/11
January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border,18/06/12
January,Economy,UK,UK,197.43,BRITISH AIRWAYS,HROD,01/04/12
January,Economy,UK,UK,182.01,FLYBE BRITISH EUROPEAN,Resource Management Group,22/08/11
February,Economy,UK,UK,202.7,FLYBE BRITISH EUROPEAN,HROD,20/09/12
January,Economy,UK,Non EEA,516.17,VIRGIN ATLANTIC,OSCT,13/03/12
January,Economy,UK,UK,156.55,BRITISH AIRWAYS,OSCT,06/12/11
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy,10/06/11
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy,26/03/11
February,Economy,UK,EEA,234.1,BRITISH AIRWAYS,UKBA,03/10/11
January,Economy,UK,UK,85.6,BMI,Finance & Commercial Group,10/08/12
January,Economy,UK,UK,99.03,EASYJET,Science & Research Group,18/07/11
January,Economy,UK,UK,33,BRITISH AIRWAYS,Strategic Director Border,03/08/12
January,Economy,UK,UK,255.9,BMI,Strategic Director Border,19/11/11
January,Economy,UK,UK,188.6,BMI,Finance & Commercial Group,28/03/11
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate,04/04/12
January,Economy,UK,UK,138,BMI,Strategic Director Border,26/07/12
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate,02/07/12
January,Economy,UK,EEA,84.16,EASYJET,Policy & Strategy,17/11/11
February,Economy,UK,UK,116.03,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/08/12
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch,26/09/12
January,Economy,UK,UK,81.93,BRITISH AIRWAYS,Strategic Director Border,20/02/12
February,Economy,UK,UK,164.35,BRITISH AIRWAYS,Criminal & Detention Group,27/05/12
January,Economy,UK,UK,70.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,22/05/12
February,Economy,UK,UK,68,BMI,Immigration Group,01/05/11
January,Premium Economy,UK,Non EEA,2046.1,BRITISH AIRWAYS,Strategic Director Border,01/02/12
January,Economy,UK,UK,135.85,BRITISH AIRWAYS,Policy & Strategy,05/11/11
February,Economy,UK,UK,150.51,FLYBE BRITISH EUROPEAN,Immigration Group,04/12/11
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,01/01/11
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch,21/02/12
January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,17/08/11
February,Economy,UK,EEA,53.5,BRITISH AIRWAYS,Crime & Policing Group,03/05/11
January,Economy,UK,UK,237.5,BRITISH AIRWAYS,HMIC,15/04/11
January,Economy,UK,UK,105.01,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate,30/09/12
January,Economy,UK,EEA,89.41,EASYJET,Policy & Strategy,10/06/12
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch,28/12/11
January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/02/11
February,Economy,UK,EEA,148.7,BRITISH AIRWAYS,International Group,29/08/11
January,Economy,UK,UK,208.05,FLYBE BRITISH EUROPEAN,Immigration Group,17/04/12
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group,28/04/11
February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border,05/09/12
February,Economy,UK,UK,233.62,BRITISH AIRWAYS,Strategic Director Border,08/01/11
January,Economy,UK,UK,134.55,EASYJET,Resource Management Group,25/05/11
February,Economy,EEA,UK,275.6,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,10/11/11
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Science & Research Group,02/08/12
January,Economy,UK,UK,140.43,BRITISH AIRWAYS,Finance & Commercial Group,17/06/12
January,Economy,UK,EEA,343.12,BRITISH AIRWAYS,Strategic Director Border,05/07/11
February,Economy,UK,EEA,397.73,LUFTHANSA GERMAN AIRLINES,Private Office,03/10/11
January,Economy,UK,UK,197,BMI,Strategic Director Border,08/03/11
January,Economy,UK,UK,163.2,FLYBE BRITISH EUROPEAN,Strategic Director Border,02/09/12
February,Economy,UK,Non EEA,2095.2,BRITISH AIRWAYS,International Group,17/04/11
January,Economy,UK,UK,195.43,BRITISH AIRWAYS,Strategic Director Border,14/04/11
January,Economy,UK,UK,301.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/02/11
February,Economy,UK,Non EEA,2094.2,BRITISH AIRWAYS,International Group,18/11/11
March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD,05/04/11
February,Economy,UK,UK,149.35,BRITISH AIRWAYS,Criminal & Detention Group,20/06/12
January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Criminal & Detention Group,21/01/11
March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD,04/10/11
January,Economy,UK,UK,87.03,EASYJET,Science & Research Group,23/05/11
January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/03/11
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group,30/09/12
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/12/11
January,Economy,UK,UK,214.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,24/11/11
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/08/12
January,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/09/12
January,Economy,UK,UK,152.31,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/02/12
January,Economy,UK,EEA,84.16,EASYJET,Strategic Director Border,17/01/12
February,Economy,UK,UK,41.5,BRITISH AIRWAYS,Strategic Director Border,25/01/12
February,Economy,UK,UK,124.35,BRITISH AIRWAYS,Criminal & Detention Group,10/03/11
January,Economy,UK,UK,140.43,BRITISH AIRWAYS,HROD,20/06/11
January,Economy,UK,EEA,178.01,BRITISH AIRWAYS,International Group,08/04/11
January,Economy,UK,UK,79.74,EASYJET,Strategic Director Border,24/06/11
January,Economy,UK,UK,146.54,BRITISH AIRWAYS,HMIC,05/09/11
February,Economy,UK,UK,148.94,FLYBE BRITISH EUROPEAN,Immigration Group,07/07/12
January,Economy,UK,UK,295.59,BMI,Legal Advisors Branch,11/09/11
February,Economy,UK,EEA,327.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,06/01/12
February,Economy,UK,UK,121.49,BRITISH AIRWAYS,HROD,12/08/11
January,Business Class,UK,UK,254.35,BRITISH AIRWAYS,Immigration Group,28/07/11
January,Economy,UK,UK,40,FLYBE BRITISH EUROPEAN,Science & Research Group,10/07/12
February,Economy,UK,UK,18,FLYBE BRITISH EUROPEAN,Science & Research Group,03/08/11
January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group,03/07/12
January,Economy,UK,UK,182.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/06/11
January,Economy,UK,UK,129.35,BRITISH AIRWAYS,Strategic Director Border,14/09/12
February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border,21/07/11
January,Economy,UK,UK,87.03,EASYJET,Immigration Group,12/02/11
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate,10/02/12
January,Economy,UK,UK,215.9,BMI,Immigration Group,05/01/12
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate,02/05/12
January,Economy,UK,UK,135.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/03/12
January,Economy,UK,UK,231.9,EASTERN AIRWAYS,Group HR,17/03/12
January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,15/05/11
January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border,02/11/11
January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border,19/08/12
March,Economy,UK,EEA,156.16,EASYJET,International Group,15/08/11
February,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,28/05/12
January,Economy,UK,UK,134.55,EASYJET,Resource Management Group,23/09/12
February,Economy,UK,EEA,68.5,BRITISH AIRWAYS,SIG,27/07/12
January,Economy,UK,UK,163.03,EASYJET,Strategic Director Border,18/03/11
January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/11/11
January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group,03/05/12
February,Economy,UK,EEA,245.57,LOT-POLISH AIRLINES,Strategic Director Border,14/01/12
January,Economy,UK,UK,77.85,BRITISH AIRWAYS,HMIC,15/12/11
January,Economy,UK,UK,136.55,BRITISH AIRWAYS,Science & Research Group,06/09/12
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group,17/05/11
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,02/11/11
February,Economy,UK,UK,100.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,06/09/11
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/05/12
January,Economy,UK,UK,70.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/01/12
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/11/11
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,07/05/11
February,Business Class,UK,Non EEA,1429.51,VIRGIN ATLANTIC,Strategic Director Border,07/01/11
January,Economy,UK,UK,113.43,BRITISH AIRWAYS,HROD,09/08/12
January,Economy,UK,UK,140.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/02/11
January,Economy,UK,Non EEA,463,BRITISH AIRWAYS,Science & Research Group,02/03/12
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/12/11
January,Economy,UK,UK,135.03,EASYJET,Science & Research Group,11/10/11
February,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,18/07/12
March,Economy,UK,Non EEA,1101.17,IBERIA,Policy & Strategy,29/05/11
March,Economy,UK,EEA,113.01,AIR BERLIN,Immigration Group,08/01/12
January,Economy,UK,UK,276.62,BRITISH AIRWAYS,Immigration Group,03/07/11
January,Business Class,UK,UK,234.35,BRITISH AIRWAYS,Strategic Director Border,15/07/12
January,Economy,UK,EEA,319.2,BRITISH AIRWAYS,Science & Research Group,11/06/12
February,Economy,UK,EEA,234.1,BRITISH AIRWAYS,UKBA,27/06/12
February,Economy,UK,UK,68,BMI,Strategic Director Border,07/12/11
February,Economy,UK,UK,94.03,EASYJET,Immigration Group,02/06/12
February,Economy,UK,EEA,209.07,AIR MALTA,Immigration Group,24/01/11
February,Economy,UK,UK,237.5,BRITISH AIRWAYS,Science & Research Group,27/11/11
January,Economy,Non EEA,Non EEA,11,JET AIRWAYS,International Group,23/07/12
January,Economy,UK,UK,20,BRITISH AIRWAYS,Immigration Group,13/01/12
January,Business Class,UK,Non EEA,3077,BRITISH AIRWAYS,Strategic Director Border,01/11/11
January,Premium Economy,UK,Non EEA,2046.1,BRITISH AIRWAYS,Strategic Director Border,25/01/12
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/11/11
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,29/01/11
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/01/11
